Artista,Artista Album,Titolo,Posizione,Durata,Album,Anno,Paese,Etichetta,Catalogo,Formato,Genere,Stile,Cartella,URL Discogs,Cover,Written By,Crediti Traccia,Note
Beniamino Gigli,Various,Mamma Mia Che Vo' Sape',T2,,Addio Mia Bella Napoli Carosello di canzoni napoletane,1975,Italy,Selezione Dal Reader's Digest,RDIS23A,Vinyl / LP | Compilation | Stereo || Box Set,"Classical, Folk, World, & Country","Canzone Napoletana, Romantic",Napoletani,https://www.discogs.com/release/13204028-Various-Addio-Mia-Bella-Napoli-Carosello-di-canzoni-napoletane,https://i.discogs.com/cJCH2yrKx0l_wReAWWbVSmtTf-C8zmmBwhhn_klVCNA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzMjA0/MDI4LTE1NDk4ODY5/OTQtMzUwMi5qcGVn.jpeg,,,
Tito Schipa,Various,Comme Facette Mammeta,T3,,Addio Mia Bella Napoli Carosello di canzoni napoletane,1975,Italy,Selezione Dal Reader's Digest,RDIS23A,Vinyl / LP | Compilation | Stereo || Box Set,"Classical, Folk, World, & Country","Canzone Napoletana, Romantic",Napoletani,https://www.discogs.com/release/13204028-Various-Addio-Mia-Bella-Napoli-Carosello-di-canzoni-napoletane,https://i.discogs.com/cJCH2yrKx0l_wReAWWbVSmtTf-C8zmmBwhhn_klVCNA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzMjA0/MDI4LTE1NDk4ODY5/OTQtMzUwMi5qcGVn.jpeg,,,
Enrico Caruso,Various,Pecche',T4,,Addio Mia Bella Napoli Carosello di canzoni napoletane,1975,Italy,Selezione Dal Reader's Digest,RDIS23A,Vinyl / LP | Compilation | Stereo || Box Set,"Classical, Folk, World, & Country","Canzone Napoletana, Romantic",Napoletani,https://www.discogs.com/release/13204028-Various-Addio-Mia-Bella-Napoli-Carosello-di-canzoni-napoletane,https://i.discogs.com/cJCH2yrKx0l_wReAWWbVSmtTf-C8zmmBwhhn_klVCNA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzMjA0/MDI4LTE1NDk4ODY5/OTQtMzUwMi5qcGVn.jpeg,,,
Beniamino Gigli,Various,Carmela,T5,,Addio Mia Bella Napoli Carosello di canzoni napoletane,1975,Italy,Selezione Dal Reader's Digest,RDIS23A,Vinyl / LP | Compilation | Stereo || Box Set,"Classical, Folk, World, & Country","Canzone Napoletana, Romantic",Napoletani,https://www.discogs.com/release/13204028-Various-Addio-Mia-Bella-Napoli-Carosello-di-canzoni-napoletane,https://i.discogs.com/cJCH2yrKx0l_wReAWWbVSmtTf-C8zmmBwhhn_klVCNA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzMjA0/MDI4LTE1NDk4ODY5/OTQtMzUwMi5qcGVn.jpeg,,,
Ciro Gioia,Ciro Gioia,Faccio 'O Pazzo Pe' Te,A1,,Prima Esperienza,0,Italy,Sound Quick,LP 5027,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14391563-Ciro-Gioia-Prima-Esperienza,https://i.discogs.com/btOrK9VDJILG0DN38jQyX11dhXJ_fR9wOOAyTdoWW2o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NTYzLTE1NzM1ODM3/MTEtOTg4MS5qcGVn.jpeg,Carmine Lafortezza | Leopoldo Esposito,Carmine Lafortezza [Written-By] | Leopoldo Esposito [Written-By],
Ciro Gioia,Ciro Gioia,Gelusia,A2,,Prima Esperienza,0,Italy,Sound Quick,LP 5027,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14391563-Ciro-Gioia-Prima-Esperienza,https://i.discogs.com/btOrK9VDJILG0DN38jQyX11dhXJ_fR9wOOAyTdoWW2o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NTYzLTE1NzM1ODM3/MTEtOTg4MS5qcGVn.jpeg,Carmine Lafortezza | Pasquale Imparato,Carmine Lafortezza [Written-By] | Pasquale Imparato [Written-By],
Ciro Gioia,Ciro Gioia,Che Bidone,A3,,Prima Esperienza,0,Italy,Sound Quick,LP 5027,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14391563-Ciro-Gioia-Prima-Esperienza,https://i.discogs.com/btOrK9VDJILG0DN38jQyX11dhXJ_fR9wOOAyTdoWW2o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NTYzLTE1NzM1ODM3/MTEtOTg4MS5qcGVn.jpeg,Carmine Lafortezza | Pasquale Imparato,Carmine Lafortezza [Written-By] | Pasquale Imparato [Written-By],
Ciro Gioia,Ciro Gioia,Che Festa,A4,,Prima Esperienza,0,Italy,Sound Quick,LP 5027,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14391563-Ciro-Gioia-Prima-Esperienza,https://i.discogs.com/btOrK9VDJILG0DN38jQyX11dhXJ_fR9wOOAyTdoWW2o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NTYzLTE1NzM1ODM3/MTEtOTg4MS5qcGVn.jpeg,Carmine Lafortezza | Pasquale Imparato,Carmine Lafortezza [Written-By] | Pasquale Imparato [Written-By],
Ciro Gioia,Ciro Gioia,Cu' Te Vicino,A5,,Prima Esperienza,0,Italy,Sound Quick,LP 5027,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14391563-Ciro-Gioia-Prima-Esperienza,https://i.discogs.com/btOrK9VDJILG0DN38jQyX11dhXJ_fR9wOOAyTdoWW2o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NTYzLTE1NzM1ODM3/MTEtOTg4MS5qcGVn.jpeg,Leopoldo Esposito,Leopoldo Esposito [Written-By],
Ciro Gioia,Ciro Gioia,'O Capo 'E Casa,B1,,Prima Esperienza,0,Italy,Sound Quick,LP 5027,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14391563-Ciro-Gioia-Prima-Esperienza,https://i.discogs.com/btOrK9VDJILG0DN38jQyX11dhXJ_fR9wOOAyTdoWW2o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NTYzLTE1NzM1ODM3/MTEtOTg4MS5qcGVn.jpeg,Carmine Lafortezza | Gennaro Arrichiello,Carmine Lafortezza [Written-By] | Gennaro Arrichiello [Written-By],
Ciro Gioia,Ciro Gioia,Un'Amore Distratto,B2,,Prima Esperienza,0,Italy,Sound Quick,LP 5027,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14391563-Ciro-Gioia-Prima-Esperienza,https://i.discogs.com/btOrK9VDJILG0DN38jQyX11dhXJ_fR9wOOAyTdoWW2o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NTYzLTE1NzM1ODM3/MTEtOTg4MS5qcGVn.jpeg,Carmine Lafortezza | Pasquale Imparato,Carmine Lafortezza [Written-By] | Pasquale Imparato [Written-By],
Ciro Gioia,Ciro Gioia,Pe' Te Mamma',B3,,Prima Esperienza,0,Italy,Sound Quick,LP 5027,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14391563-Ciro-Gioia-Prima-Esperienza,https://i.discogs.com/btOrK9VDJILG0DN38jQyX11dhXJ_fR9wOOAyTdoWW2o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NTYzLTE1NzM1ODM3/MTEtOTg4MS5qcGVn.jpeg,Carmine Lafortezza | Pasquale Imparato,Carmine Lafortezza [Written-By] | Pasquale Imparato [Written-By],
Ciro Gioia,Ciro Gioia,Pe' Na Sera Che Fa',B4,,Prima Esperienza,0,Italy,Sound Quick,LP 5027,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14391563-Ciro-Gioia-Prima-Esperienza,https://i.discogs.com/btOrK9VDJILG0DN38jQyX11dhXJ_fR9wOOAyTdoWW2o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NTYzLTE1NzM1ODM3/MTEtOTg4MS5qcGVn.jpeg,Carmine Lafortezza | Pasquale Imparato,Carmine Lafortezza [Written-By] | Pasquale Imparato [Written-By],
Ciro Gioia,Ciro Gioia,Comme Si' 'O Massimo,B5,,Prima Esperienza,0,Italy,Sound Quick,LP 5027,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",Canzone Napoletana,Napoletani,https://www.discogs.com/release/14391563-Ciro-Gioia-Prima-Esperienza,https://i.discogs.com/btOrK9VDJILG0DN38jQyX11dhXJ_fR9wOOAyTdoWW2o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mzkx/NTYzLTE1NzM1ODM3/MTEtOTg4MS5qcGVn.jpeg,Carmine Lafortezza | Pasquale Imparato,Carmine Lafortezza [Written-By] | Pasquale Imparato [Written-By],
Lina Fiore,Lina Fiore,Senza Mamma E Nnammurato,A1,,Napoli: Ritmi E Melodie Con Lina Fiore,0,Italy,Stevis Record,LP 00108,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",,Napoletani,https://www.discogs.com/release/15631548-Lina-Fiore-Napoli-Ritmi-E-Melodie-Con-Lina-Fiore,https://i.discogs.com/u04vxXdbZTyCVLNrtKkqeNosJcYeqFJgCFtLZ9Lt_40/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NjMx/NTQ4LTE2OTUyOTIx/NDItOTYzNy5qcGVn.jpeg,,,
Lina Fiore,Lina Fiore,'A Cemmenera,A2,,Napoli: Ritmi E Melodie Con Lina Fiore,0,Italy,Stevis Record,LP 00108,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",,Napoletani,https://www.discogs.com/release/15631548-Lina-Fiore-Napoli-Ritmi-E-Melodie-Con-Lina-Fiore,https://i.discogs.com/u04vxXdbZTyCVLNrtKkqeNosJcYeqFJgCFtLZ9Lt_40/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NjMx/NTQ4LTE2OTUyOTIx/NDItOTYzNy5qcGVn.jpeg,,,
Lina Fiore,Lina Fiore,Io 'Na Chitarra 'E 'A Luna,A3,,Napoli: Ritmi E Melodie Con Lina Fiore,0,Italy,Stevis Record,LP 00108,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",,Napoletani,https://www.discogs.com/release/15631548-Lina-Fiore-Napoli-Ritmi-E-Melodie-Con-Lina-Fiore,https://i.discogs.com/u04vxXdbZTyCVLNrtKkqeNosJcYeqFJgCFtLZ9Lt_40/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NjMx/NTQ4LTE2OTUyOTIx/NDItOTYzNy5qcGVn.jpeg,,,
Lina Fiore,Lina Fiore,St'Ammore 'E Na Buscia,A4,,Napoli: Ritmi E Melodie Con Lina Fiore,0,Italy,Stevis Record,LP 00108,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",,Napoletani,https://www.discogs.com/release/15631548-Lina-Fiore-Napoli-Ritmi-E-Melodie-Con-Lina-Fiore,https://i.discogs.com/u04vxXdbZTyCVLNrtKkqeNosJcYeqFJgCFtLZ9Lt_40/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NjMx/NTQ4LTE2OTUyOTIx/NDItOTYzNy5qcGVn.jpeg,,,
Lina Fiore,Lina Fiore,Sott'E Culone,A5,,Napoli: Ritmi E Melodie Con Lina Fiore,0,Italy,Stevis Record,LP 00108,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",,Napoletani,https://www.discogs.com/release/15631548-Lina-Fiore-Napoli-Ritmi-E-Melodie-Con-Lina-Fiore,https://i.discogs.com/u04vxXdbZTyCVLNrtKkqeNosJcYeqFJgCFtLZ9Lt_40/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NjMx/NTQ4LTE2OTUyOTIx/NDItOTYzNy5qcGVn.jpeg,,,
Lina Fiore,Lina Fiore,Napule E Surriento,A6,,Napoli: Ritmi E Melodie Con Lina Fiore,0,Italy,Stevis Record,LP 00108,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",,Napoletani,https://www.discogs.com/release/15631548-Lina-Fiore-Napoli-Ritmi-E-Melodie-Con-Lina-Fiore,https://i.discogs.com/u04vxXdbZTyCVLNrtKkqeNosJcYeqFJgCFtLZ9Lt_40/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NjMx/NTQ4LTE2OTUyOTIx/NDItOTYzNy5qcGVn.jpeg,,,
Lina Fiore,Lina Fiore,Bellavista,B1,,Napoli: Ritmi E Melodie Con Lina Fiore,0,Italy,Stevis Record,LP 00108,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",,Napoletani,https://www.discogs.com/release/15631548-Lina-Fiore-Napoli-Ritmi-E-Melodie-Con-Lina-Fiore,https://i.discogs.com/u04vxXdbZTyCVLNrtKkqeNosJcYeqFJgCFtLZ9Lt_40/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NjMx/NTQ4LTE2OTUyOTIx/NDItOTYzNy5qcGVn.jpeg,,,
Lina Fiore,Lina Fiore,Indifferentemente,B2,,Napoli: Ritmi E Melodie Con Lina Fiore,0,Italy,Stevis Record,LP 00108,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",,Napoletani,https://www.discogs.com/release/15631548-Lina-Fiore-Napoli-Ritmi-E-Melodie-Con-Lina-Fiore,https://i.discogs.com/u04vxXdbZTyCVLNrtKkqeNosJcYeqFJgCFtLZ9Lt_40/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NjMx/NTQ4LTE2OTUyOTIx/NDItOTYzNy5qcGVn.jpeg,,,
Lina Fiore,Lina Fiore,Tre Cose,B3,,Napoli: Ritmi E Melodie Con Lina Fiore,0,Italy,Stevis Record,LP 00108,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",,Napoletani,https://www.discogs.com/release/15631548-Lina-Fiore-Napoli-Ritmi-E-Melodie-Con-Lina-Fiore,https://i.discogs.com/u04vxXdbZTyCVLNrtKkqeNosJcYeqFJgCFtLZ9Lt_40/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NjMx/NTQ4LTE2OTUyOTIx/NDItOTYzNy5qcGVn.jpeg,,,
Lina Fiore,Lina Fiore,Bionda Nun Chiagnere,B4,,Napoli: Ritmi E Melodie Con Lina Fiore,0,Italy,Stevis Record,LP 00108,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",,Napoletani,https://www.discogs.com/release/15631548-Lina-Fiore-Napoli-Ritmi-E-Melodie-Con-Lina-Fiore,https://i.discogs.com/u04vxXdbZTyCVLNrtKkqeNosJcYeqFJgCFtLZ9Lt_40/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NjMx/NTQ4LTE2OTUyOTIx/NDItOTYzNy5qcGVn.jpeg,,,
Lina Fiore,Lina Fiore,'O Bibberò,B5,,Napoli: Ritmi E Melodie Con Lina Fiore,0,Italy,Stevis Record,LP 00108,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",,Napoletani,https://www.discogs.com/release/15631548-Lina-Fiore-Napoli-Ritmi-E-Melodie-Con-Lina-Fiore,https://i.discogs.com/u04vxXdbZTyCVLNrtKkqeNosJcYeqFJgCFtLZ9Lt_40/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NjMx/NTQ4LTE2OTUyOTIx/NDItOTYzNy5qcGVn.jpeg,,,
Lina Fiore,Lina Fiore,Mamma Sfurtunata,B6,,Napoli: Ritmi E Melodie Con Lina Fiore,0,Italy,Stevis Record,LP 00108,Vinyl / LP | Stereo,"Pop, Folk, World, & Country",,Napoletani,https://www.discogs.com/release/15631548-Lina-Fiore-Napoli-Ritmi-E-Melodie-Con-Lina-Fiore,https://i.discogs.com/u04vxXdbZTyCVLNrtKkqeNosJcYeqFJgCFtLZ9Lt_40/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NjMx/NTQ4LTE2OTUyOTIx/NDItOTYzNy5qcGVn.jpeg,,,
I Sadici Piangenti,I Sadici Piangenti,...'Ncoppa A N'Albero 'E Patane Sta Cantanno Nu Merluzzo...,A1,4:26,...'Ncoppa A N'Albero 'E Patane Sta Cantanno Nu Merluzzo...,1979,Italy,Studio 7 (15),L.P.N. 1143,Vinyl / LP | Album,"Non-Music, Pop, Folk, World, & Country, Stage & Screen","Spoken Word, Parody, Canzone Napoletana",Napoletani,https://www.discogs.com/release/9004547-I-Sadici-Piangenti-Ncoppa-A-NAlbero-E-Patane-Sta-Cantanno-Nu-Merluzzo,https://i.discogs.com/m25q8WhwVOBD9r0aGaEDN1NzBqxPqhI9zIbeZDvNAnU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkwMDQ1/NDctMTQ3MzE2MDAy/Ni01NDYwLmpwZWc.jpeg,,,
I Sadici Piangenti,I Sadici Piangenti,Il Cicerone (Il Turista E La Guida),A2,8:45,...'Ncoppa A N'Albero 'E Patane Sta Cantanno Nu Merluzzo...,1979,Italy,Studio 7 (15),L.P.N. 1143,Vinyl / LP | Album,"Non-Music, Pop, Folk, World, & Country, Stage & Screen","Spoken Word, Parody, Canzone Napoletana",Napoletani,https://www.discogs.com/release/9004547-I-Sadici-Piangenti-Ncoppa-A-NAlbero-E-Patane-Sta-Cantanno-Nu-Merluzzo,https://i.discogs.com/m25q8WhwVOBD9r0aGaEDN1NzBqxPqhI9zIbeZDvNAnU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkwMDQ1/NDctMTQ3MzE2MDAy/Ni01NDYwLmpwZWc.jpeg,,,
I Sadici Piangenti,I Sadici Piangenti,Il Documento ('A Fede 'E Nascita),A3,8:45,...'Ncoppa A N'Albero 'E Patane Sta Cantanno Nu Merluzzo...,1979,Italy,Studio 7 (15),L.P.N. 1143,Vinyl / LP | Album,"Non-Music, Pop, Folk, World, & Country, Stage & Screen","Spoken Word, Parody, Canzone Napoletana",Napoletani,https://www.discogs.com/release/9004547-I-Sadici-Piangenti-Ncoppa-A-NAlbero-E-Patane-Sta-Cantanno-Nu-Merluzzo,https://i.discogs.com/m25q8WhwVOBD9r0aGaEDN1NzBqxPqhI9zIbeZDvNAnU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkwMDQ1/NDctMTQ3MzE2MDAy/Ni01NDYwLmpwZWc.jpeg,,,
I Sadici Piangenti,I Sadici Piangenti,Aummo Aummo,B1,4:56,...'Ncoppa A N'Albero 'E Patane Sta Cantanno Nu Merluzzo...,1979,Italy,Studio 7 (15),L.P.N. 1143,Vinyl / LP | Album,"Non-Music, Pop, Folk, World, & Country, Stage & Screen","Spoken Word, Parody, Canzone Napoletana",Napoletani,https://www.discogs.com/release/9004547-I-Sadici-Piangenti-Ncoppa-A-NAlbero-E-Patane-Sta-Cantanno-Nu-Merluzzo,https://i.discogs.com/m25q8WhwVOBD9r0aGaEDN1NzBqxPqhI9zIbeZDvNAnU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkwMDQ1/NDctMTQ3MzE2MDAy/Ni01NDYwLmpwZWc.jpeg,,,
I Sadici Piangenti,I Sadici Piangenti,S. Ciro E 'O Pataterno,B2,11:00,...'Ncoppa A N'Albero 'E Patane Sta Cantanno Nu Merluzzo...,1979,Italy,Studio 7 (15),L.P.N. 1143,Vinyl / LP | Album,"Non-Music, Pop, Folk, World, & Country, Stage & Screen","Spoken Word, Parody, Canzone Napoletana",Napoletani,https://www.discogs.com/release/9004547-I-Sadici-Piangenti-Ncoppa-A-NAlbero-E-Patane-Sta-Cantanno-Nu-Merluzzo,https://i.discogs.com/m25q8WhwVOBD9r0aGaEDN1NzBqxPqhI9zIbeZDvNAnU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkwMDQ1/NDctMTQ3MzE2MDAy/Ni01NDYwLmpwZWc.jpeg,,,
I Sadici Piangenti,I Sadici Piangenti,Viccì,B3,4:47,...'Ncoppa A N'Albero 'E Patane Sta Cantanno Nu Merluzzo...,1979,Italy,Studio 7 (15),L.P.N. 1143,Vinyl / LP | Album,"Non-Music, Pop, Folk, World, & Country, Stage & Screen","Spoken Word, Parody, Canzone Napoletana",Napoletani,https://www.discogs.com/release/9004547-I-Sadici-Piangenti-Ncoppa-A-NAlbero-E-Patane-Sta-Cantanno-Nu-Merluzzo,https://i.discogs.com/m25q8WhwVOBD9r0aGaEDN1NzBqxPqhI9zIbeZDvNAnU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkwMDQ1/NDctMTQ3MzE2MDAy/Ni01NDYwLmpwZWc.jpeg,,,
I Sadici Piangenti,I Sadici Piangenti,Sigla Finale,B4,1:13,...'Ncoppa A N'Albero 'E Patane Sta Cantanno Nu Merluzzo...,1979,Italy,Studio 7 (15),L.P.N. 1143,Vinyl / LP | Album,"Non-Music, Pop, Folk, World, & Country, Stage & Screen","Spoken Word, Parody, Canzone Napoletana",Napoletani,https://www.discogs.com/release/9004547-I-Sadici-Piangenti-Ncoppa-A-NAlbero-E-Patane-Sta-Cantanno-Nu-Merluzzo,https://i.discogs.com/m25q8WhwVOBD9r0aGaEDN1NzBqxPqhI9zIbeZDvNAnU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkwMDQ1/NDctMTQ3MzE2MDAy/Ni01NDYwLmpwZWc.jpeg,,,
Gianna Grimaldi,Gianna Grimaldi,Pe Na Mamma,A1,,Insieme,0,Italy,Studiombra Records,S.O.R. 0011,Vinyl / LP | Stereo,"Electronic, Pop, Folk, World, & Country",Italo-Disco,Napoletani,https://www.discogs.com/release/14281589-Gianna-Grimaldi-Insieme,https://i.discogs.com/Z_w4r9CgTE3_lBqsBZq0uvAysUXDu2DOM5VMYKC7VJQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mjgx/NTg5LTE1NzEzODY3/MzAtMzk2OS5qcGVn.jpeg,,,
Gianna Grimaldi,Gianna Grimaldi,Sigarette,A2,,Insieme,0,Italy,Studiombra Records,S.O.R. 0011,Vinyl / LP | Stereo,"Electronic, Pop, Folk, World, & Country",Italo-Disco,Napoletani,https://www.discogs.com/release/14281589-Gianna-Grimaldi-Insieme,https://i.discogs.com/Z_w4r9CgTE3_lBqsBZq0uvAysUXDu2DOM5VMYKC7VJQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mjgx/NTg5LTE1NzEzODY3/MzAtMzk2OS5qcGVn.jpeg,,,
Gianna Grimaldi,Gianna Grimaldi,Buffone,A3,,Insieme,0,Italy,Studiombra Records,S.O.R. 0011,Vinyl / LP | Stereo,"Electronic, Pop, Folk, World, & Country",Italo-Disco,Napoletani,https://www.discogs.com/release/14281589-Gianna-Grimaldi-Insieme,https://i.discogs.com/Z_w4r9CgTE3_lBqsBZq0uvAysUXDu2DOM5VMYKC7VJQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mjgx/NTg5LTE1NzEzODY3/MzAtMzk2OS5qcGVn.jpeg,,,
Gianna Grimaldi,Gianna Grimaldi,Mannaggia La Naia,A4,,Insieme,0,Italy,Studiombra Records,S.O.R. 0011,Vinyl / LP | Stereo,"Electronic, Pop, Folk, World, & Country",Italo-Disco,Napoletani,https://www.discogs.com/release/14281589-Gianna-Grimaldi-Insieme,https://i.discogs.com/Z_w4r9CgTE3_lBqsBZq0uvAysUXDu2DOM5VMYKC7VJQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mjgx/NTg5LTE1NzEzODY3/MzAtMzk2OS5qcGVn.jpeg,,,
Gianna Grimaldi,Gianna Grimaldi,L'Individuo,A5,,Insieme,0,Italy,Studiombra Records,S.O.R. 0011,Vinyl / LP | Stereo,"Electronic, Pop, Folk, World, & Country",Italo-Disco,Napoletani,https://www.discogs.com/release/14281589-Gianna-Grimaldi-Insieme,https://i.discogs.com/Z_w4r9CgTE3_lBqsBZq0uvAysUXDu2DOM5VMYKC7VJQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mjgx/NTg5LTE1NzEzODY3/MzAtMzk2OS5qcGVn.jpeg,,,
Gianna Grimaldi,Gianna Grimaldi,Insieme,B1,,Insieme,0,Italy,Studiombra Records,S.O.R. 0011,Vinyl / LP | Stereo,"Electronic, Pop, Folk, World, & Country",Italo-Disco,Napoletani,https://www.discogs.com/release/14281589-Gianna-Grimaldi-Insieme,https://i.discogs.com/Z_w4r9CgTE3_lBqsBZq0uvAysUXDu2DOM5VMYKC7VJQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mjgx/NTg5LTE1NzEzODY3/MzAtMzk2OS5qcGVn.jpeg,,,
