Artista,Artista Album,Titolo,Posizione,Durata,Album,Anno,Paese,Etichetta,Catalogo,Formato,Genere,Stile,Cartella,URL Discogs,Cover,Written By,Crediti Traccia,Note
"Jerry Butler, Betty Everett, The Cleftones","Jerry Butler, Betty Everett, The Cleftones",Where Do I Turn,A4,2:27,Jerry Butler / Betty Everett / The Cleftones,1982,Italy,Curcio,GSR - 73,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Rock & Roll, Soft Rock, Pop Rock",Comp. Est,https://www.discogs.com/release/5288619-Jerry-Butler-Betty-Everett-The-Cleftones-Jerry-Butler-Betty-Everett-The-Cleftones,https://i.discogs.com/VeLrL4sIC4zF2h0I_bNxXDPzKxFHbQswJPDddNFrllM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyODg2/MTktMTY5NTc1MjY5/NS00MzQ0LmpwZWc.jpeg,Arthur Harris | Fred Jay,Arthur Harris [Written-By] | Fred Jay [Written-By],
"Jerry Butler, Betty Everett, The Cleftones","Jerry Butler, Betty Everett, The Cleftones",The Challenge,A5,2:50,Jerry Butler / Betty Everett / The Cleftones,1982,Italy,Curcio,GSR - 73,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Rock & Roll, Soft Rock, Pop Rock",Comp. Est,https://www.discogs.com/release/5288619-Jerry-Butler-Betty-Everett-The-Cleftones-Jerry-Butler-Betty-Everett-The-Cleftones,https://i.discogs.com/VeLrL4sIC4zF2h0I_bNxXDPzKxFHbQswJPDddNFrllM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyODg2/MTktMTY5NTc1MjY5/NS00MzQ0LmpwZWc.jpeg,Charles Williams (11),Charles Williams (11) [Written-By],
"Jerry Butler, Betty Everett, The Cleftones","Jerry Butler, Betty Everett, The Cleftones",Chained To A Memory,A6,2:25,Jerry Butler / Betty Everett / The Cleftones,1982,Italy,Curcio,GSR - 73,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Rock & Roll, Soft Rock, Pop Rock",Comp. Est,https://www.discogs.com/release/5288619-Jerry-Butler-Betty-Everett-The-Cleftones-Jerry-Butler-Betty-Everett-The-Cleftones,https://i.discogs.com/VeLrL4sIC4zF2h0I_bNxXDPzKxFHbQswJPDddNFrllM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyODg2/MTktMTY5NTc1MjY5/NS00MzQ0LmpwZWc.jpeg,Kay Rogers | Richard Ahlert,Kay Rogers [Written-By] | Richard Ahlert [Written-By],
"Jerry Butler, Betty Everett, The Cleftones","Jerry Butler, Betty Everett, The Cleftones",Let It Be Me,A7,3:03,Jerry Butler / Betty Everett / The Cleftones,1982,Italy,Curcio,GSR - 73,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Rock & Roll, Soft Rock, Pop Rock",Comp. Est,https://www.discogs.com/release/5288619-Jerry-Butler-Betty-Everett-The-Cleftones-Jerry-Butler-Betty-Everett-The-Cleftones,https://i.discogs.com/VeLrL4sIC4zF2h0I_bNxXDPzKxFHbQswJPDddNFrllM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyODg2/MTktMTY5NTc1MjY5/NS00MzQ0LmpwZWc.jpeg,Gilbert Bécaud | Mann Curtis | Pierre Delanoë,Gilbert Bécaud [Written-By] | Mann Curtis [Written-By] | Pierre Delanoë [Written-By],
"Jerry Butler, Betty Everett, The Cleftones","Jerry Butler, Betty Everett, The Cleftones",It Hurts To Be In Love,B1,2:26,Jerry Butler / Betty Everett / The Cleftones,1982,Italy,Curcio,GSR - 73,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Rock & Roll, Soft Rock, Pop Rock",Comp. Est,https://www.discogs.com/release/5288619-Jerry-Butler-Betty-Everett-The-Cleftones-Jerry-Butler-Betty-Everett-The-Cleftones,https://i.discogs.com/VeLrL4sIC4zF2h0I_bNxXDPzKxFHbQswJPDddNFrllM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyODg2/MTktMTY5NTc1MjY5/NS00MzQ0LmpwZWc.jpeg,Julius Dixon | Rudolph Toombs,Julius Dixon [Written-By] | Rudolph Toombs [Written-By],
"Jerry Butler, Betty Everett, The Cleftones","Jerry Butler, Betty Everett, The Cleftones",Please Love Me ,B2,2:16,Jerry Butler / Betty Everett / The Cleftones,1982,Italy,Curcio,GSR - 73,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Rock & Roll, Soft Rock, Pop Rock",Comp. Est,https://www.discogs.com/release/5288619-Jerry-Butler-Betty-Everett-The-Cleftones-Jerry-Butler-Betty-Everett-The-Cleftones,https://i.discogs.com/VeLrL4sIC4zF2h0I_bNxXDPzKxFHbQswJPDddNFrllM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyODg2/MTktMTY5NTc1MjY5/NS00MzQ0LmpwZWc.jpeg,B.B. King | Jules Taub,B.B. King [Written-By] | Jules Taub [Written-By],
"Jerry Butler, Betty Everett, The Cleftones","Jerry Butler, Betty Everett, The Cleftones",I've Got A Claim On You,B3,2:15,Jerry Butler / Betty Everett / The Cleftones,1982,Italy,Curcio,GSR - 73,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Rock & Roll, Soft Rock, Pop Rock",Comp. Est,https://www.discogs.com/release/5288619-Jerry-Butler-Betty-Everett-The-Cleftones-Jerry-Butler-Betty-Everett-The-Cleftones,https://i.discogs.com/VeLrL4sIC4zF2h0I_bNxXDPzKxFHbQswJPDddNFrllM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyODg2/MTktMTY5NTc1MjY5/NS00MzQ0LmpwZWc.jpeg,Betty Everett,Betty Everett [Written-By],
"Jerry Butler, Betty Everett, The Cleftones","Jerry Butler, Betty Everett, The Cleftones",I Love You For Sentimental Reasons,B4,2:33,Jerry Butler / Betty Everett / The Cleftones,1982,Italy,Curcio,GSR - 73,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Rock & Roll, Soft Rock, Pop Rock",Comp. Est,https://www.discogs.com/release/5288619-Jerry-Butler-Betty-Everett-The-Cleftones-Jerry-Butler-Betty-Everett-The-Cleftones,https://i.discogs.com/VeLrL4sIC4zF2h0I_bNxXDPzKxFHbQswJPDddNFrllM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyODg2/MTktMTY5NTc1MjY5/NS00MzQ0LmpwZWc.jpeg,Deek Watson | William Best,Deek Watson [Written-By] | William Best [Written-By],
"Jerry Butler, Betty Everett, The Cleftones","Jerry Butler, Betty Everett, The Cleftones",Little Girl Of Mine,B5,2:54,Jerry Butler / Betty Everett / The Cleftones,1982,Italy,Curcio,GSR - 73,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Rock & Roll, Soft Rock, Pop Rock",Comp. Est,https://www.discogs.com/release/5288619-Jerry-Butler-Betty-Everett-The-Cleftones-Jerry-Butler-Betty-Everett-The-Cleftones,https://i.discogs.com/VeLrL4sIC4zF2h0I_bNxXDPzKxFHbQswJPDddNFrllM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyODg2/MTktMTY5NTc1MjY5/NS00MzQ0LmpwZWc.jpeg,Herbert Cox | Morris Levy,Herbert Cox [Written-By] | Morris Levy [Written-By],
"Jerry Butler, Betty Everett, The Cleftones","Jerry Butler, Betty Everett, The Cleftones",Can't We Be Sweethearts,B6,3:15,Jerry Butler / Betty Everett / The Cleftones,1982,Italy,Curcio,GSR - 73,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Rock & Roll, Soft Rock, Pop Rock",Comp. Est,https://www.discogs.com/release/5288619-Jerry-Butler-Betty-Everett-The-Cleftones-Jerry-Butler-Betty-Everett-The-Cleftones,https://i.discogs.com/VeLrL4sIC4zF2h0I_bNxXDPzKxFHbQswJPDddNFrllM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyODg2/MTktMTY5NTc1MjY5/NS00MzQ0LmpwZWc.jpeg,Herbert Cox | Morris Levy,Herbert Cox [Written-By] | Morris Levy [Written-By],
"Jerry Butler, Betty Everett, The Cleftones","Jerry Butler, Betty Everett, The Cleftones",Heart & Soul,B7,1:44,Jerry Butler / Betty Everett / The Cleftones,1982,Italy,Curcio,GSR - 73,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Rock & Roll, Soft Rock, Pop Rock",Comp. Est,https://www.discogs.com/release/5288619-Jerry-Butler-Betty-Everett-The-Cleftones-Jerry-Butler-Betty-Everett-The-Cleftones,https://i.discogs.com/VeLrL4sIC4zF2h0I_bNxXDPzKxFHbQswJPDddNFrllM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyODg2/MTktMTY5NTc1MjY5/NS00MzQ0LmpwZWc.jpeg,Frank Loesser | Hoagy Carmichael,Frank Loesser [Written-By] | Hoagy Carmichael [Written-By],
Billy Vera,Billy Vera,Private Clown,A1,3:04,Billy Vera,1983,Italy,Curcio,GSR - 74,Vinyl / LP | Compilation | Stereo,Rock,Rock & Roll,Comp. Est,https://www.discogs.com/release/11652621-Billy-Vera-Billy-Vera,https://i.discogs.com/v4-GQeV0JPT64px6zjZKoKznaKPxyHcwD2teaviwBkM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNjUy/NjIxLTE1MjAyMDE1/MDYtNjM1Mi5qcGVn.jpeg,Billy Vera,Billy Vera [Written-By],
Billy Vera,Billy Vera,My Girl Josephine,A2,2:47,Billy Vera,1983,Italy,Curcio,GSR - 74,Vinyl / LP | Compilation | Stereo,Rock,Rock & Roll,Comp. Est,https://www.discogs.com/release/11652621-Billy-Vera-Billy-Vera,https://i.discogs.com/v4-GQeV0JPT64px6zjZKoKznaKPxyHcwD2teaviwBkM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNjUy/NjIxLTE1MjAyMDE1/MDYtNjM1Mi5qcGVn.jpeg,Fats Domino,Fats Domino [Written-By],
Billy Vera,Billy Vera,Big-Legged Mama,A3,4:37,Billy Vera,1983,Italy,Curcio,GSR - 74,Vinyl / LP | Compilation | Stereo,Rock,Rock & Roll,Comp. Est,https://www.discogs.com/release/11652621-Billy-Vera-Billy-Vera,https://i.discogs.com/v4-GQeV0JPT64px6zjZKoKznaKPxyHcwD2teaviwBkM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNjUy/NjIxLTE1MjAyMDE1/MDYtNjM1Mi5qcGVn.jpeg,Billy Vera,Billy Vera [Written-By],
Billy Vera,Billy Vera,I've Had Enough,A4,3:31,Billy Vera,1983,Italy,Curcio,GSR - 74,Vinyl / LP | Compilation | Stereo,Rock,Rock & Roll,Comp. Est,https://www.discogs.com/release/11652621-Billy-Vera-Billy-Vera,https://i.discogs.com/v4-GQeV0JPT64px6zjZKoKznaKPxyHcwD2teaviwBkM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNjUy/NjIxLTE1MjAyMDE1/MDYtNjM1Mi5qcGVn.jpeg,Billy Vera,Billy Vera [Written-By],
Billy Vera,Billy Vera,Nouveau Riche,A5,3:24,Billy Vera,1983,Italy,Curcio,GSR - 74,Vinyl / LP | Compilation | Stereo,Rock,Rock & Roll,Comp. Est,https://www.discogs.com/release/11652621-Billy-Vera-Billy-Vera,https://i.discogs.com/v4-GQeV0JPT64px6zjZKoKznaKPxyHcwD2teaviwBkM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNjUy/NjIxLTE1MjAyMDE1/MDYtNjM1Mi5qcGVn.jpeg,Billy Vera | L. Russell Brown,Billy Vera [Written-By] | L. Russell Brown [Written-By],
Billy Vera,Billy Vera,Something Like Nothing Before,B1,4:46,Billy Vera,1983,Italy,Curcio,GSR - 74,Vinyl / LP | Compilation | Stereo,Rock,Rock & Roll,Comp. Est,https://www.discogs.com/release/11652621-Billy-Vera-Billy-Vera,https://i.discogs.com/v4-GQeV0JPT64px6zjZKoKznaKPxyHcwD2teaviwBkM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNjUy/NjIxLTE1MjAyMDE1/MDYtNjM1Mi5qcGVn.jpeg,Bob Crewe | L. Russell Brown,Bob Crewe [Written-By] | L. Russell Brown [Written-By],
Billy Vera,Billy Vera,You Come And Go,B2,3:15,Billy Vera,1983,Italy,Curcio,GSR - 74,Vinyl / LP | Compilation | Stereo,Rock,Rock & Roll,Comp. Est,https://www.discogs.com/release/11652621-Billy-Vera-Billy-Vera,https://i.discogs.com/v4-GQeV0JPT64px6zjZKoKznaKPxyHcwD2teaviwBkM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNjUy/NjIxLTE1MjAyMDE1/MDYtNjM1Mi5qcGVn.jpeg,Irwin Levine | L. Russell Brown,Irwin Levine [Written-By] | L. Russell Brown [Written-By],
Billy Vera,Billy Vera,Big Chief,B3,5:21,Billy Vera,1983,Italy,Curcio,GSR - 74,Vinyl / LP | Compilation | Stereo,Rock,Rock & Roll,Comp. Est,https://www.discogs.com/release/11652621-Billy-Vera-Billy-Vera,https://i.discogs.com/v4-GQeV0JPT64px6zjZKoKznaKPxyHcwD2teaviwBkM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNjUy/NjIxLTE1MjAyMDE1/MDYtNjM1Mi5qcGVn.jpeg,Billy Vera,Billy Vera [Written-By],
Billy Vera,Billy Vera,Storybook Children,B4,3:39,Billy Vera,1983,Italy,Curcio,GSR - 74,Vinyl / LP | Compilation | Stereo,Rock,Rock & Roll,Comp. Est,https://www.discogs.com/release/11652621-Billy-Vera-Billy-Vera,https://i.discogs.com/v4-GQeV0JPT64px6zjZKoKznaKPxyHcwD2teaviwBkM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNjUy/NjIxLTE1MjAyMDE1/MDYtNjM1Mi5qcGVn.jpeg,Billy Vera | Chip Taylor,Billy Vera [Written-By] | Chip Taylor [Written-By],
"Small Faces, Amen Corner","Small Faces, Amen Corner",Sha-La-La-La-Lee,A1,2:55,The Small Faces / Amen Corner,1982,Italy,Curcio,GSR - 75,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Pop Rock, Psychedelic Rock, Classic Rock",Comp. Est,https://www.discogs.com/release/2623129-The-Small-Faces-Amen-Corner-The-Small-Faces-Amen-Corner,https://i.discogs.com/pzhd2ylfMstNx9D3DveaQIhEkjmzTDD6wMk5P3U5CzM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MjMx/MjktMTY5NDI5Mjgw/Ny0yNDY5LmpwZWc.jpeg,Kenny Lynch | Mort Shuman,Kenny Lynch [Written-By] | Mort Shuman [Written-By],
"Small Faces, Amen Corner","Small Faces, Amen Corner",It's Too Late,A2,2:33,The Small Faces / Amen Corner,1982,Italy,Curcio,GSR - 75,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Pop Rock, Psychedelic Rock, Classic Rock",Comp. Est,https://www.discogs.com/release/2623129-The-Small-Faces-Amen-Corner-The-Small-Faces-Amen-Corner,https://i.discogs.com/pzhd2ylfMstNx9D3DveaQIhEkjmzTDD6wMk5P3U5CzM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MjMx/MjktMTY5NDI5Mjgw/Ny0yNDY5LmpwZWc.jpeg,Jimmy Winston | Kenny Jones | Ronnie Lane | Steve Marriott,Jimmy Winston [Written-By] | Kenny Jones [Written-By] | Ronnie Lane [Written-By] | Steve Marriott [Written-By],
"Small Faces, Amen Corner","Small Faces, Amen Corner",All Or Nothing,A3,3:03,The Small Faces / Amen Corner,1982,Italy,Curcio,GSR - 75,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Pop Rock, Psychedelic Rock, Classic Rock",Comp. Est,https://www.discogs.com/release/2623129-The-Small-Faces-Amen-Corner-The-Small-Faces-Amen-Corner,https://i.discogs.com/pzhd2ylfMstNx9D3DveaQIhEkjmzTDD6wMk5P3U5CzM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MjMx/MjktMTY5NDI5Mjgw/Ny0yNDY5LmpwZWc.jpeg,Ronnie Lane | Steve Marriott,Ronnie Lane [Written-By] | Steve Marriott [Written-By],
"Small Faces, Amen Corner","Small Faces, Amen Corner",Sorry She's Mine,A4,2:45,The Small Faces / Amen Corner,1982,Italy,Curcio,GSR - 75,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Pop Rock, Psychedelic Rock, Classic Rock",Comp. Est,https://www.discogs.com/release/2623129-The-Small-Faces-Amen-Corner-The-Small-Faces-Amen-Corner,https://i.discogs.com/pzhd2ylfMstNx9D3DveaQIhEkjmzTDD6wMk5P3U5CzM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MjMx/MjktMTY5NDI5Mjgw/Ny0yNDY5LmpwZWc.jpeg,Kenny Lynch,Kenny Lynch [Written-By],
"Small Faces, Amen Corner","Small Faces, Amen Corner",Hey Girl,A5,2:17,The Small Faces / Amen Corner,1982,Italy,Curcio,GSR - 75,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Pop Rock, Psychedelic Rock, Classic Rock",Comp. Est,https://www.discogs.com/release/2623129-The-Small-Faces-Amen-Corner-The-Small-Faces-Amen-Corner,https://i.discogs.com/pzhd2ylfMstNx9D3DveaQIhEkjmzTDD6wMk5P3U5CzM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MjMx/MjktMTY5NDI5Mjgw/Ny0yNDY5LmpwZWc.jpeg,Ronnie Lane | Steve Marriott,Ronnie Lane [Written-By] | Steve Marriott [Written-By],
"Small Faces, Amen Corner","Small Faces, Amen Corner",Come On Children,A6,4:15,The Small Faces / Amen Corner,1982,Italy,Curcio,GSR - 75,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Pop Rock, Psychedelic Rock, Classic Rock",Comp. Est,https://www.discogs.com/release/2623129-The-Small-Faces-Amen-Corner-The-Small-Faces-Amen-Corner,https://i.discogs.com/pzhd2ylfMstNx9D3DveaQIhEkjmzTDD6wMk5P3U5CzM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MjMx/MjktMTY5NDI5Mjgw/Ny0yNDY5LmpwZWc.jpeg,Jimmy Winston | Kenny Jones | Ronnie Lane | Steve Marriott,Jimmy Winston [Written-By] | Kenny Jones [Written-By] | Ronnie Lane [Written-By] | Steve Marriott [Written-By],
"Small Faces, Amen Corner","Small Faces, Amen Corner",What'cha Gonna Do About It,A7,1:58,The Small Faces / Amen Corner,1982,Italy,Curcio,GSR - 75,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Pop Rock, Psychedelic Rock, Classic Rock",Comp. Est,https://www.discogs.com/release/2623129-The-Small-Faces-Amen-Corner-The-Small-Faces-Amen-Corner,https://i.discogs.com/pzhd2ylfMstNx9D3DveaQIhEkjmzTDD6wMk5P3U5CzM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MjMx/MjktMTY5NDI5Mjgw/Ny0yNDY5LmpwZWc.jpeg,Brian Potter | Ian Samwell,Brian Potter [Written-By] | Ian Samwell [Written-By],
"Small Faces, Amen Corner","Small Faces, Amen Corner","Bend Me, Shape Me",B1,2:38,The Small Faces / Amen Corner,1982,Italy,Curcio,GSR - 75,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Pop Rock, Psychedelic Rock, Classic Rock",Comp. Est,https://www.discogs.com/release/2623129-The-Small-Faces-Amen-Corner-The-Small-Faces-Amen-Corner,https://i.discogs.com/pzhd2ylfMstNx9D3DveaQIhEkjmzTDD6wMk5P3U5CzM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MjMx/MjktMTY5NDI5Mjgw/Ny0yNDY5LmpwZWc.jpeg,Larry Weiss | Scott English,Larry Weiss [Written-By] | Scott English [Written-By],
"Small Faces, Amen Corner","Small Faces, Amen Corner",Gin House Blues,B2,3:10,The Small Faces / Amen Corner,1982,Italy,Curcio,GSR - 75,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Pop Rock, Psychedelic Rock, Classic Rock",Comp. Est,https://www.discogs.com/release/2623129-The-Small-Faces-Amen-Corner-The-Small-Faces-Amen-Corner,https://i.discogs.com/pzhd2ylfMstNx9D3DveaQIhEkjmzTDD6wMk5P3U5CzM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MjMx/MjktMTY5NDI5Mjgw/Ny0yNDY5LmpwZWc.jpeg,Fletcher Henderson | Henry Troy,Fletcher Henderson [Written-By] | Henry Troy [Written-By],
"Small Faces, Amen Corner","Small Faces, Amen Corner",Lost And Found,B3,2:02,The Small Faces / Amen Corner,1982,Italy,Curcio,GSR - 75,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Pop Rock, Psychedelic Rock, Classic Rock",Comp. Est,https://www.discogs.com/release/2623129-The-Small-Faces-Amen-Corner-The-Small-Faces-Amen-Corner,https://i.discogs.com/pzhd2ylfMstNx9D3DveaQIhEkjmzTDD6wMk5P3U5CzM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MjMx/MjktMTY5NDI5Mjgw/Ny0yNDY5LmpwZWc.jpeg,Mickey Keen | Robin Shaw,Mickey Keen [Written-By] | Robin Shaw [Written-By],
"Small Faces, Amen Corner","Small Faces, Amen Corner",High In The Sky,B4,3:03,The Small Faces / Amen Corner,1982,Italy,Curcio,GSR - 75,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Pop Rock, Psychedelic Rock, Classic Rock",Comp. Est,https://www.discogs.com/release/2623129-The-Small-Faces-Amen-Corner-The-Small-Faces-Amen-Corner,https://i.discogs.com/pzhd2ylfMstNx9D3DveaQIhEkjmzTDD6wMk5P3U5CzM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MjMx/MjktMTY5NDI5Mjgw/Ny0yNDY5LmpwZWc.jpeg,Anthony King,Anthony King [Written-By],
"Small Faces, Amen Corner","Small Faces, Amen Corner",Can't Get Used To Losing You,B5,2:37,The Small Faces / Amen Corner,1982,Italy,Curcio,GSR - 75,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Pop Rock, Psychedelic Rock, Classic Rock",Comp. Est,https://www.discogs.com/release/2623129-The-Small-Faces-Amen-Corner-The-Small-Faces-Amen-Corner,https://i.discogs.com/pzhd2ylfMstNx9D3DveaQIhEkjmzTDD6wMk5P3U5CzM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MjMx/MjktMTY5NDI5Mjgw/Ny0yNDY5LmpwZWc.jpeg,Pomus-Shuman,Pomus-Shuman [Written-By],
"Small Faces, Amen Corner","Small Faces, Amen Corner",I Know,B6,2:26,The Small Faces / Amen Corner,1982,Italy,Curcio,GSR - 75,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Pop Rock, Psychedelic Rock, Classic Rock",Comp. Est,https://www.discogs.com/release/2623129-The-Small-Faces-Amen-Corner-The-Small-Faces-Amen-Corner,https://i.discogs.com/pzhd2ylfMstNx9D3DveaQIhEkjmzTDD6wMk5P3U5CzM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MjMx/MjktMTY5NDI5Mjgw/Ny0yNDY5LmpwZWc.jpeg,Andy Fairweather-Low,Andy Fairweather-Low [Written-By],
"Small Faces, Amen Corner","Small Faces, Amen Corner",Something You Got,B7,3:09,The Small Faces / Amen Corner,1982,Italy,Curcio,GSR - 75,Vinyl / LP | Compilation | Stereo,"Rock, Pop","Pop Rock, Psychedelic Rock, Classic Rock",Comp. Est,https://www.discogs.com/release/2623129-The-Small-Faces-Amen-Corner-The-Small-Faces-Amen-Corner,https://i.discogs.com/pzhd2ylfMstNx9D3DveaQIhEkjmzTDD6wMk5P3U5CzM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MjMx/MjktMTY5NDI5Mjgw/Ny0yNDY5LmpwZWc.jpeg,Mickey Keen | Robin Shaw,Mickey Keen [Written-By] | Robin Shaw [Written-By],
"Gene Vincent, Little Richard","Gene Vincent, Little Richard",Story Of The Rockers,A1,2:12,Gene Vincent & Be-Bop-A-Lula / Little Richard,1982,Italy,Curcio,GSR - 76,Vinyl / LP | Compilation | Stereo,Rock,Rock & Roll,Comp. Est,https://www.discogs.com/release/7660138-Gene-Vincent-Little-Richard-Gene-Vincent-Be-Bop-A-Lula-Little-Richard,https://i.discogs.com/N_bTSNBudbXKqRBNaZm605GhHoQ9h8q3gWRZnSNbEWQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc2NjAx/MzgtMTYxNzU1MTkz/OS05NDUxLmpwZWc.jpeg,Jim Pewter,Jim Pewter [Written-By],
"Gene Vincent, Little Richard","Gene Vincent, Little Richard",Pickin' Poppies,A2,3:13,Gene Vincent & Be-Bop-A-Lula / Little Richard,1982,Italy,Curcio,GSR - 76,Vinyl / LP | Compilation | Stereo,Rock,Rock & Roll,Comp. Est,https://www.discogs.com/release/7660138-Gene-Vincent-Little-Richard-Gene-Vincent-Be-Bop-A-Lula-Little-Richard,https://i.discogs.com/N_bTSNBudbXKqRBNaZm605GhHoQ9h8q3gWRZnSNbEWQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc2NjAx/MzgtMTYxNzU1MTkz/OS05NDUxLmpwZWc.jpeg,Gene Vincent | Jackie Frisco,Gene Vincent [Written-By] | Jackie Frisco [Written-By],
